                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.84766,                 1.1672,                 1.2195,                0.83689,                0.90466,                0.94546,                0.78934,                0.71318,                0.68059,                 1.1952,               0.008614,               0.008614,               0.008614
                     16,                0.84986,                 1.1572,                 1.2163,                0.91088,                0.89812,                 0.9577,                0.80439,                0.70172,                0.62748,                 1.1725,               0.008515,               0.008515,               0.008515
                     17,                0.83415,                 1.0987,                 1.2079,                0.90911,                0.90557,                0.96947,                0.81313,                0.67977,                0.58287,                 1.1462,               0.008416,               0.008416,               0.008416
                     18,                0.81893,                 1.1355,                 1.2077,                0.89945,                0.88955,                0.96306,                0.81092,                0.70176,                0.63435,                 1.1801,               0.008317,               0.008317,               0.008317
                     19,                 0.8138,                 1.0635,                 1.1992,                0.92567,                0.88483,                0.96123,                0.80707,                0.66799,                0.58502,                 1.1477,               0.008218,               0.008218,               0.008218
                     20,                 0.8086,                 1.0339,                 1.1883,                 0.8925,                0.87015,                0.94896,                0.78055,                0.70486,                0.64954,                 1.1885,               0.008119,               0.008119,               0.008119
                     21,                0.80382,                  1.048,                 1.1973,                0.90934,                0.89668,                0.96488,                0.81835,                0.66477,                0.58256,                 1.1415,                0.00802,                0.00802,                0.00802
                     22,                0.79932,                 1.0026,                 1.1771,                0.93487,                0.91862,                0.97257,                0.81795,                0.68732,                0.56252,                 1.1711,               0.007921,               0.007921,               0.007921
                     23,                 0.7848,                0.96284,                 1.1646,                0.96077,                 0.9094,                0.97828,                0.83937,                0.64091,                0.51743,                 1.1284,               0.007822,               0.007822,               0.007822
                     24,                0.79198,                 0.9919,                 1.1808,                0.93799,                0.93403,                0.97845,                0.84098,                0.64638,                0.48437,                   1.12,               0.007723,               0.007723,               0.007723
                     25,                0.76808,                0.92074,                 1.1665,                0.91864,                 0.9255,                 0.9745,                0.83898,                0.63185,                0.50412,                 1.1055,               0.007624,               0.007624,               0.007624
                     26,                0.78757,                0.95721,                 1.1796,                0.88377,                0.89133,                0.95611,                0.79904,                0.70965,                0.62801,                 1.1912,               0.007525,               0.007525,               0.007525
                     27,                0.78254,                0.94681,                 1.1785,                0.92426,                0.95752,                0.97883,                0.84021,                0.64258,                0.46712,                 1.1073,               0.007426,               0.007426,               0.007426
                     28,                0.73888,                0.88882,                 1.1517,                0.92351,                0.97198,                0.98869,                0.85894,                0.61239,                0.45018,                 1.0921,               0.007327,               0.007327,               0.007327
                     29,                0.76878,                0.92613,                 1.1622,                0.95458,                0.93534,                0.98582,                  0.847,                0.63694,                0.45642,                 1.1137,               0.007228,               0.007228,               0.007228
                     30,                0.75707,                0.90359,                 1.1668,                0.93206,                0.94732,                0.98189,                 0.8463,                0.64402,                0.46303,                 1.1076,               0.007129,               0.007129,               0.007129
                     31,                0.75249,                0.89068,                 1.1655,                0.93226,                0.94604,                0.98175,                 0.8472,                0.62931,                0.48641,                 1.1039,                0.00703,                0.00703,                0.00703
                     32,                 0.7391,                0.86589,                 1.1438,                0.92838,                0.94323,                0.98073,                0.84684,                0.61942,                0.46088,                 1.1045,               0.006931,               0.006931,               0.006931
                     33,                0.74338,                0.87857,                 1.1511,                0.95109,                0.91538,                 0.9777,                0.84843,                0.60649,                0.45506,                 1.0876,               0.006832,               0.006832,               0.006832
                     34,                0.73045,                0.84794,                 1.1469,                0.95707,                0.94607,                0.98133,                0.84563,                0.63025,                0.42236,                 1.0938,               0.006733,               0.006733,               0.006733
                     35,                0.73869,                 0.8604,                 1.1532,                0.94045,                0.95258,                0.98517,                0.84821,                 0.6182,                0.43649,                  1.093,               0.006634,               0.006634,               0.006634
                     36,                0.72778,                0.82552,                  1.142,                0.95382,                0.94727,                0.98574,                0.85289,                0.63531,                0.41904,                 1.1153,               0.006535,               0.006535,               0.006535
                     37,                0.71839,                0.81301,                 1.1309,                0.94464,                0.93268,                0.97762,                0.84092,                0.62823,                0.43657,                 1.0938,               0.006436,               0.006436,               0.006436
                     38,                0.70827,                0.80542,                  1.131,                0.95463,                0.96202,                0.98621,                0.85367,                0.60992,                0.39645,                 1.0877,               0.006337,               0.006337,               0.006337
                     39,                0.71278,                0.79675,                 1.1207,                0.95035,                0.92993,                0.97187,                0.84692,                0.59863,                0.43901,                 1.0727,               0.006238,               0.006238,               0.006238
                     40,                 0.6987,                0.76708,                 1.1183,                0.97398,                0.93374,                0.98837,                0.86417,                0.59799,                0.40919,                 1.0771,               0.006139,               0.006139,               0.006139
                     41,                0.69626,                0.76169,                 1.1078,                0.95839,                0.95601,                0.99006,                0.86373,                0.58484,                0.38423,                 1.0736,                0.00604,                0.00604,                0.00604
                     42,                0.71162,                0.79492,                 1.1363,                0.95987,                0.95281,                0.98881,                0.86384,                0.58666,                0.37644,                 1.0633,               0.005941,               0.005941,               0.005941
                     43,                 0.6884,                0.75103,                 1.1102,                0.92061,                0.87624,                0.96512,                0.82574,                0.66313,                0.53332,                   1.13,               0.005842,               0.005842,               0.005842
                     44,                0.68524,                0.72044,                 1.1104,                0.96476,                0.96044,                0.98769,                  0.869,                0.58284,                0.36459,                 1.0524,               0.005743,               0.005743,               0.005743
                     45,                0.68814,                0.72024,                 1.1129,                 0.9568,                0.96116,                0.98906,                0.85197,                0.61456,                0.38504,                 1.0896,               0.005644,               0.005644,               0.005644
                     46,                 0.6662,                0.68021,                 1.0988,                 0.9557,                0.97149,                0.98635,                0.86526,                0.58353,                0.35344,                 1.0566,               0.005545,               0.005545,               0.005545
                     47,                0.66311,                0.70032,                 1.0985,                0.95514,                  0.974,                0.98676,                0.86431,                0.58703,                0.35542,                 1.0557,               0.005446,               0.005446,               0.005446
                     48,                 0.6811,                0.69374,                 1.1079,                0.96347,                0.96601,                0.99005,                0.86501,                0.57126,                0.36929,                 1.0458,               0.005347,               0.005347,               0.005347
                     49,                0.66753,                 0.7027,                 1.1021,                0.95906,                0.95559,                0.98664,                0.86971,                 0.5745,                0.36745,                 1.0474,               0.005248,               0.005248,               0.005248
                     50,                0.65922,                0.66508,                 1.0911,                0.94747,                0.91486,                0.97348,                0.83593,                0.62919,                0.43477,                 1.0903,               0.005149,               0.005149,               0.005149
                     51,                0.65535,                0.67637,                 1.0959,                0.96378,                0.97191,                 0.9874,                  0.868,                0.56287,                0.34343,                 1.0339,                0.00505,                0.00505,                0.00505
                     52,                0.66966,                0.69019,                 1.1092,                0.96757,                0.95719,                0.98771,                0.86736,                0.57359,                0.36998,                 1.0405,               0.004951,               0.004951,               0.004951
                     53,                0.65828,                0.69108,                 1.0965,                0.97176,                 0.9739,                0.98978,                0.86987,                0.57009,                0.34484,                 1.0379,               0.004852,               0.004852,               0.004852
                     54,                0.65612,                0.67229,                 1.0959,                0.97623,                 0.9707,                0.99149,                0.87545,                0.56741,                0.33159,                 1.0404,               0.004753,               0.004753,               0.004753
                     55,                0.64181,                0.63706,                 1.0879,                0.96862,                0.95769,                0.98697,                0.86379,                0.57299,                0.35961,                 1.0601,               0.004654,               0.004654,               0.004654
                     56,                0.64101,                 0.6523,                 1.0866,                0.98311,                0.96764,                0.98883,                0.88198,                 0.5517,                0.31406,                 1.0373,               0.004555,               0.004555,               0.004555
                     57,                0.63956,                0.63945,                 1.0953,                0.98002,                0.96948,                0.99176,                0.87065,                0.57186,                0.32281,                 1.0523,               0.004456,               0.004456,               0.004456
                     58,                0.62359,                0.61512,                 1.0796,                0.96447,                0.97249,                0.98877,                0.86986,                 0.5716,                 0.3454,                 1.0444,               0.004357,               0.004357,               0.004357
                     59,                0.61029,                0.59551,                 1.0683,                0.97956,                0.97026,                0.99271,                0.88391,                0.54661,                0.31304,                 1.0292,               0.004258,               0.004258,               0.004258
                     60,                0.60874,                0.59479,                 1.0696,                0.98088,                0.97561,                0.99287,                0.87527,                0.55638,                0.31555,                 1.0438,               0.004159,               0.004159,               0.004159
                     61,                0.60214,                0.60277,                 1.0715,                0.98022,                0.97623,                0.99351,                0.88264,                0.55055,                0.30633,                 1.0292,                0.00406,                0.00406,                0.00406
                     62,                0.62195,                0.60312,                 1.0817,                 0.9822,                0.96991,                0.99141,                0.87936,                0.56002,                0.31797,                 1.0357,               0.003961,               0.003961,               0.003961
                     63,                0.59977,                0.57775,                 1.0699,                0.97248,                0.97849,                  0.994,                0.88546,                0.54942,                0.29858,                 1.0235,               0.003862,               0.003862,               0.003862
                     64,                0.60734,                0.58874,                 1.0797,                0.97701,                0.98511,                0.99096,                0.88094,                0.54743,                 0.2947,                  1.026,               0.003763,               0.003763,               0.003763
                     65,                0.60428,                0.56624,                  1.061,                0.97886,                0.96769,                0.98803,                  0.877,                0.56103,                0.32954,                 1.0326,               0.003664,               0.003664,               0.003664
                     66,                0.59484,                0.56797,                  1.064,                0.97478,                0.97453,                0.98922,                0.88149,                0.53773,                0.30598,                 1.0189,               0.003565,               0.003565,               0.003565
                     67,                0.59801,                0.57344,                 1.0623,                0.97601,                0.97331,                0.99015,                 0.8831,                0.54858,                0.32069,                 1.0284,               0.003466,               0.003466,               0.003466
                     68,                0.60515,                0.59582,                 1.0684,                0.97767,                0.97287,                0.99098,                0.87796,                0.54475,                0.30739,                 1.0247,               0.003367,               0.003367,               0.003367
                     69,                0.57578,                0.54403,                 1.0561,                0.97856,                0.96483,                0.98904,                0.87592,                0.54888,                0.32004,                 1.0252,               0.003268,               0.003268,               0.003268
                     70,                0.59874,                0.56617,                 1.0695,                0.97738,                0.97465,                0.99061,                0.88145,                 0.5456,                0.30151,                 1.0289,               0.003169,               0.003169,               0.003169
                     71,                0.58111,                0.53605,                 1.0467,                0.97729,                0.97758,                0.99229,                0.88172,                0.54107,                0.29951,                 1.0176,                0.00307,                0.00307,                0.00307
                     72,                0.57225,                 0.5215,                 1.0492,                0.97991,                 0.9724,                0.99023,                 0.8855,                0.52601,                0.30023,                 1.0066,               0.002971,               0.002971,               0.002971
                     73,                0.58468,                0.55205,                 1.0571,                0.98621,                0.96598,                0.99322,                0.88146,                0.55051,                0.30366,                 1.0299,               0.002872,               0.002872,               0.002872
                     74,                0.55812,                0.51923,                 1.0422,                0.99279,                0.97455,                0.99462,                0.88955,                0.53651,                0.27667,                 1.0163,               0.002773,               0.002773,               0.002773
                     75,                0.56661,                 0.5166,                  1.049,                0.98295,                0.96786,                 0.9934,                0.88694,                0.53172,                0.29593,                 1.0134,               0.002674,               0.002674,               0.002674
                     76,                0.56699,                0.50084,                 1.0472,                0.98046,                0.97535,                0.99224,                0.88508,                0.52892,                0.28817,                 1.0143,               0.002575,               0.002575,               0.002575
                     77,                0.52767,                0.47463,                 1.0232,                0.98009,                0.97116,                0.98873,                0.88937,                0.51584,                0.29091,                0.99988,               0.002476,               0.002476,               0.002476
                     78,                0.54848,                0.49842,                 1.0408,                0.97831,                0.97577,                0.99209,                  0.888,                0.52019,                0.28789,                  1.005,               0.002377,               0.002377,               0.002377
                     79,                0.55483,                0.51853,                 1.0578,                0.98484,                0.97347,                0.99048,                0.88806,                0.52091,                0.29356,                 1.0013,               0.002278,               0.002278,               0.002278
                     80,                0.54884,                0.50005,                  1.038,                0.97894,                0.96796,                0.99199,                0.88835,                0.52035,                0.28742,                 1.0072,               0.002179,               0.002179,               0.002179
                     81,                0.54115,                0.49385,                 1.0466,                0.98467,                0.97717,                0.99297,                0.88673,                 0.5208,                0.27094,                 1.0061,                0.00208,                0.00208,                0.00208
                     82,                0.53958,                0.47384,                 1.0422,                0.98408,                0.97789,                0.99187,                0.89241,                0.52226,                0.27437,                 1.0117,               0.001981,               0.001981,               0.001981
                     83,                0.51476,                0.47096,                 1.0278,                0.98793,                 0.9792,                0.99332,                0.88884,                0.52492,                0.27377,                 1.0114,               0.001882,               0.001882,               0.001882
                     84,                0.52096,                0.46011,                 1.0264,                 0.9816,                0.97488,                0.99363,                 0.8897,                0.51895,                0.27233,                 1.0056,               0.001783,               0.001783,               0.001783
                     85,                0.52347,                0.46438,                 1.0311,                0.97994,                0.97211,                0.99132,                 0.8926,                0.51663,                0.27796,                 1.0027,               0.001684,               0.001684,               0.001684
                     86,                0.51284,                0.44319,                 1.0274,                0.98098,                0.97669,                0.98982,                0.88961,                0.51764,                0.29098,                 1.0032,               0.001585,               0.001585,               0.001585
                     87,                0.52528,                0.46178,                 1.0323,                0.98758,                0.97893,                0.99349,                0.88884,                0.52165,                  0.273,                 1.0066,               0.001486,               0.001486,               0.001486
                     88,                0.51707,                0.44117,                   1.03,                0.98662,                0.97779,                0.99349,                0.88796,                0.53071,                0.27175,                 1.0096,               0.001387,               0.001387,               0.001387
                     89,                 0.4976,                0.44417,                  1.021,                0.98121,                0.97269,                0.99316,                 0.8937,                0.52009,                0.28243,                 1.0101,               0.001288,               0.001288,               0.001288
                     90,                 0.3634,                0.22293,                0.93839,                0.98554,                0.97697,                0.99379,                0.89264,                0.52431,                0.27361,                 1.0139,               0.001189,               0.001189,               0.001189
                     91,                0.35207,                0.21324,                0.93088,                0.97955,                0.97477,                0.99315,                0.88838,                0.51532,                0.28986,                 1.0049,                0.00109,                0.00109,                0.00109
                     92,                0.34956,                 0.2067,                0.92346,                0.98306,                0.97505,                0.99356,                0.89172,                0.51977,                0.27573,                 1.0088,               0.000991,               0.000991,               0.000991
                     93,                 0.3441,                0.20554,                0.92257,                0.97086,                0.98002,                0.99271,                0.89468,                0.51534,                0.27892,                  1.002,               0.000892,               0.000892,               0.000892
                     94,                0.33574,                0.19807,                0.92436,                0.97987,                0.97601,                0.99217,                0.89169,                0.50835,                0.27263,                 1.0002,               0.000793,               0.000793,               0.000793
                     95,                0.33287,                0.19816,                0.91744,                0.98511,                0.97607,                0.99301,                0.89252,                0.50643,                0.26722,                 1.0003,               0.000694,               0.000694,               0.000694
                     96,                0.32225,                0.19259,                0.90681,                0.98468,                0.97595,                 0.9924,                  0.897,                0.50774,                0.26879,                 1.0037,               0.000595,               0.000595,               0.000595
                     97,                0.31996,                  0.192,                0.90634,                0.98471,                0.97594,                0.99309,                0.89671,                0.50902,                0.26857,                0.99943,               0.000496,               0.000496,               0.000496
                     98,                0.31563,                 0.1917,                0.90594,                0.98475,                0.97547,                0.99372,                0.89877,                0.50654,                0.26456,                0.99824,               0.000397,               0.000397,               0.000397
                     99,                0.30905,                0.18518,                0.89614,                0.98315,                0.97448,                0.99263,                0.89757,                0.50512,                0.27019,                0.99806,               0.000298,               0.000298,               0.000298

                   all        362        362      0.985      0.975      0.994      0.899
                     A        362         14      0.988          1      0.995      0.909
                     B        362          8       0.99          1      0.995      0.869
                     C        362         14          1      0.978      0.995      0.919
                     D        362         12      0.994          1      0.995      0.962
                     E        362         15      0.993          1      0.995      0.912
                     F        362         10      0.973          1      0.995      0.951
                     G        362         13      0.996          1      0.995       0.88
                     H        362         12      0.991          1      0.995      0.851
                     I        362         20      0.986       0.95       0.99      0.895
                     J        362         17      0.996          1      0.995      0.863
                     K        362         15      0.934      0.946      0.991      0.907
                     L        362         15      0.994          1      0.995      0.919
                     M        362         12      0.993          1      0.995      0.895
                     N        362         13      0.991          1      0.995       0.93
                     O        362         17          1       0.89      0.995      0.912
                     P        362         13          1      0.936      0.995       0.82
                     Q        362         17      0.995          1      0.995      0.888
                     R        362         11      0.994          1      0.995      0.871
                     S        362         18          1       0.95      0.995      0.923
                     T        362          9      0.983          1      0.995      0.878
                     U        362         12      0.995          1      0.995       0.91
                     V        362         17          1      0.713       0.97      0.859
                     W        362         16      0.837          1      0.995      0.924
                     X        362         12      0.993          1      0.995      0.919
                     Y        362         17      0.996          1      0.995      0.904
                     Z        362         13      0.993          1      0.995      0.892
Speed: 0.4ms preprocess, 3.1ms inference, 0.0ms loss, 1.4ms postprocess per image
Results saved to runs\detect\train7
