                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.52128,                0.36618,                0.89599,                0.68142,                0.51827,                0.64367,                0.36712,                 1.6671,                 2.3085,                 2.1228,               0.001684,               0.001684,               0.001684
                     86,                 0.5159,                0.36262,                0.89877,                0.66782,                0.55782,                0.63853,                0.37962,                 1.6274,                   2.22,                 2.0686,               0.001585,               0.001585,               0.001585
                     87,                0.50433,                0.35351,                 0.8886,                0.61912,                0.53729,                0.62973,                0.37001,                 1.6681,                 2.2507,                 2.1212,               0.001486,               0.001486,               0.001486
                     88,                0.50486,                0.36373,                0.89626,                0.63799,                0.53725,                0.62679,                0.36781,                 1.6588,                 2.2369,                 2.0813,               0.001387,               0.001387,               0.001387
                     89,                0.49594,                0.35986,                0.89172,                0.60351,                0.52944,                0.62232,                0.36631,                 1.6471,                 2.3161,                 2.0802,               0.001288,               0.001288,               0.001288
                     90,                0.44862,                0.26146,                0.86613,                0.39062,                0.72555,                0.59219,                0.35323,                 1.6684,                 2.5904,                 2.0741,               0.001189,               0.001189,               0.001189
                     91,                0.41199,                0.24307,                0.85523,                0.40036,                0.71296,                0.59583,                0.34503,                 1.7023,                 2.7001,                 2.1256,                0.00109,                0.00109,                0.00109
                     92,                0.41289,                0.24307,                 0.8564,                0.64424,                0.51805,                0.60344,                0.35369,                 1.6918,                 2.6078,                 2.1664,               0.000991,               0.000991,               0.000991
                     93,                0.39916,                0.23363,                0.85103,                0.61676,                0.50223,                0.58723,                0.34048,                 1.6991,                 2.6254,                 2.1734,               0.000892,               0.000892,               0.000892
                     94,                0.38702,                0.22888,                0.84008,                 0.4059,                0.70139,                 0.5963,                0.34653,                 1.7212,                 2.6836,                 2.1856,               0.000793,               0.000793,               0.000793
                     95,                 0.3858,                0.22867,                0.84983,                0.61567,                 0.5351,                0.62252,                0.36356,                 1.6847,                 2.4163,                 2.1738,               0.000694,               0.000694,               0.000694
                     96,                0.37623,                0.22468,                0.84029,                0.62069,                0.52855,                0.61282,                 0.3644,                 1.6722,                  2.494,                 2.1673,               0.000595,               0.000595,               0.000595
                     97,                0.35454,                0.21411,                0.83491,                0.58687,                0.53626,                0.60731,                0.36357,                 1.6586,                 2.3386,                  2.165,               0.000496,               0.000496,               0.000496
                     98,                0.35836,                0.22211,                0.84454,                  0.616,                0.51983,                0.61117,                0.36681,                 1.6434,                 2.3774,                 2.1598,               0.000397,               0.000397,               0.000397
                     99,                0.35909,                0.21547,                0.83924,                0.40695,                0.72905,                0.60316,                0.35882,                 1.6763,                 2.5822,                 2.1895,               0.000298,               0.000298,               0.000298

                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|██████████| 5/5 [00:46<00:00,  9.21s/it]
                   all        148        425       0.68       0.59       0.67      0.392
                     C        148          5      0.464        0.6      0.504      0.187
                     D        148         17      0.725      0.941      0.881       0.44
                     E        148         21      0.744      0.952      0.893      0.414
                     F        148         21      0.743      0.667      0.696      0.383
                     G        148         21      0.976      0.952       0.98      0.707
                     Q        148         21      0.818      0.667      0.942      0.555
                     V        148         15      0.911      0.867      0.897      0.522
                     W        148         21       0.73      0.667      0.809      0.586
                     X        148         21      0.424      0.212      0.379      0.185
                     Y        148         15      0.752          1      0.911      0.572
                     Z        148         18          1      0.324      0.759      0.362
Speed: 0.4ms preprocess, 2.4ms inference, 0.0ms loss, 3.9ms postprocess per image
