                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.82509,                 0.6111,                 1.1697,                0.54212,                0.59958,                0.66145,                0.46026,                 1.3205,                 2.0218,                 1.6611,               0.005842,               0.005842,               0.005842
                     44,                0.81198,                 0.6107,                 1.1619,                0.63228,                0.66126,                 0.7082,                0.45879,                 1.5243,                 1.6441,                 1.8644,               0.005743,               0.005743,               0.005743
                     45,                 0.8035,                0.59156,                 1.1475,                0.66719,                0.59905,                0.67105,                0.40295,                 1.7027,                 1.9919,                 2.2619,               0.005644,               0.005644,               0.005644
                     46,                0.79838,                0.60066,                 1.1407,                0.71364,                0.62978,                0.71455,                0.43115,                 1.6043,                 1.4824,                 2.0813,               0.005545,               0.005545,               0.005545
                     47,                0.79576,                0.60068,                 1.1441,                0.70761,                0.83202,                0.83613,                0.50057,                 1.5444,                 1.0991,                 1.9449,               0.005446,               0.005446,               0.005446
                     48,                0.79124,                0.57103,                 1.1463,                0.70824,                0.72296,                0.74757,                0.49925,                 1.3842,                 1.2668,                  1.825,               0.005347,               0.005347,               0.005347
                     49,                0.77559,                0.58807,                 1.1293,                0.74083,                0.66737,                0.79293,                0.53682,                 1.2911,                 1.1429,                 1.7718,               0.005248,               0.005248,               0.005248
                     50,                  0.776,                0.57699,                 1.1384,                 0.5877,                0.72025,                0.75554,                0.48761,                 1.5059,                 1.5189,                 2.0129,               0.005149,               0.005149,               0.005149
                     51,                0.77344,                0.57336,                 1.1378,                0.67046,                 0.7069,                0.78117,                0.47666,                 1.5338,                 1.3542,                  1.981,                0.00505,                0.00505,                0.00505
                     52,                0.77705,                0.57707,                 1.1296,                0.76841,                0.65102,                0.75079,                0.48476,                 1.4577,                  1.402,                  1.897,               0.004951,               0.004951,               0.004951
                     53,                0.75508,                0.54265,                 1.1227,                0.78447,                0.68119,                0.80174,                0.54978,                 1.3148,                 1.2359,                 1.7968,               0.004852,               0.004852,               0.004852
                     54,                 0.7566,                0.54334,                 1.1204,                0.65289,                0.64729,                0.73975,                0.49958,                 1.3565,                  1.187,                 1.8712,               0.004753,               0.004753,               0.004753
                     55,                0.75379,                0.55759,                 1.1165,                0.70861,                0.67545,                0.76818,                0.52209,                 1.2566,                 1.3149,                 1.7013,               0.004654,               0.004654,               0.004654
                     56,                0.75589,                0.55515,                  1.128,                0.60644,                0.72866,                 0.7464,                0.50039,                 1.3456,                 1.3297,                 1.7844,               0.004555,               0.004555,               0.004555
                     57,                0.73571,                0.53983,                 1.1068,                0.69109,                0.61217,                 0.7187,                0.50354,                 1.3047,                 1.6742,                 1.7489,               0.004456,               0.004456,               0.004456
                     58,                0.74763,                0.52155,                 1.1137,                0.59236,                0.67139,                0.75195,                0.50772,                 1.3766,                 1.3603,                 1.8636,               0.004357,               0.004357,               0.004357
                     59,                0.74257,                0.53037,                 1.1131,                0.64455,                0.69678,                0.75791,                0.51705,                 1.2874,                 1.3201,                 1.7425,               0.004258,               0.004258,               0.004258
                     60,                0.74338,                  0.521,                 1.1231,                0.65707,                0.64396,                0.70994,                0.48081,                 1.3529,                 1.6475,                 1.7869,               0.004159,               0.004159,               0.004159
                     61,                0.73317,                0.52582,                 1.1051,                0.74527,                0.65465,                0.77931,                0.52343,                 1.3581,                 1.3151,                 1.7946,                0.00406,                0.00406,                0.00406
                     62,                0.72782,                0.52805,                 1.1235,                0.65584,                0.72567,                 0.7653,                0.50385,                 1.3934,                 1.3086,                 1.8381,               0.003961,               0.003961,               0.003961
                     63,                0.71366,                0.51177,                 1.0946,                 0.7492,                0.45234,                0.61872,                0.39679,                 1.5479,                 1.9799,                 1.9256,               0.003862,               0.003862,               0.003862
                     64,                0.69826,                0.50184,                  1.089,                0.70559,                0.51959,                 0.6155,                0.41836,                 1.4473,                 1.7768,                 1.9553,               0.003763,               0.003763,               0.003763
                     65,                0.70801,                0.49224,                 1.0965,                 0.7062,                0.70512,                0.77389,                0.54159,                 1.3364,                 1.3213,                 1.7974,               0.003664,               0.003664,               0.003664
                     66,                 0.7037,                0.50096,                 1.0871,                0.82924,                0.52765,                0.71173,                0.48691,                 1.4129,                 1.9501,                 1.8612,               0.003565,               0.003565,               0.003565
                     67,                0.69909,                0.49971,                  1.092,                0.72168,                0.68192,                0.75094,                0.52282,                 1.3268,                 1.4938,                 1.7494,               0.003466,               0.003466,               0.003466
                     68,                 0.6817,                0.47657,                 1.0801,                0.69961,                0.63198,                0.69397,                0.47449,                 1.4274,                 1.5945,                 1.8762,               0.003367,               0.003367,               0.003367
                     69,                0.68261,                0.47758,                 1.0744,                 0.6407,                0.69362,                0.73929,                0.50189,                 1.3418,                 1.5019,                 1.7672,               0.003268,               0.003268,               0.003268
                     70,                0.69967,                0.49162,                 1.0877,                0.63888,                0.71633,                0.75741,                0.52679,                 1.3224,                 1.5347,                 1.6884,               0.003169,               0.003169,               0.003169
                     71,                0.68619,                0.48112,                 1.0864,                0.77548,                0.61587,                0.71498,                0.49934,                  1.347,                 1.6745,                 1.7268,                0.00307,                0.00307,                0.00307
                     72,                0.67438,                 0.4683,                 1.0754,                0.79535,                0.54563,                0.68189,                 0.4788,                 1.3281,                 1.6285,                 1.7665,               0.002971,               0.002971,               0.002971
                     73,                0.66003,                0.45786,                 1.0674,                0.83409,                0.62383,                0.74753,                 0.5419,                 1.2553,                  1.528,                  1.702,               0.002872,               0.002872,               0.002872
                     74,                0.66523,                0.46331,                 1.0749,                0.65381,                 0.6035,                 0.6847,                0.45948,                  1.459,                 1.9053,                 1.9427,               0.002773,               0.002773,               0.002773
                     75,                   0.65,                0.45448,                  1.064,                0.68883,                0.64221,                0.73222,                 0.4874,                 1.4829,                 1.8317,                 1.8861,               0.002674,               0.002674,               0.002674
                     76,                0.65615,                0.44091,                 1.0618,                0.71464,                0.73348,                0.77149,                0.49948,                 1.4746,                 1.3891,                 1.9508,               0.002575,               0.002575,               0.002575
                     77,                0.64464,                0.43095,                 1.0542,                0.78849,                0.67314,                0.78257,                0.54315,                 1.2994,                  1.319,                 1.7846,               0.002476,               0.002476,               0.002476
                     78,                0.65811,                0.44497,                 1.0681,                0.82998,                0.65137,                0.78886,                0.55635,                 1.3047,                 1.2911,                 1.8459,               0.002377,               0.002377,               0.002377
                     79,                0.63793,                0.43501,                 1.0571,                 0.6782,                0.69227,                0.75527,                 0.5044,                 1.4288,                 1.4941,                 1.9533,               0.002278,               0.002278,               0.002278
                     80,                0.64342,                0.43217,                 1.0583,                0.69001,                 0.6992,                0.76365,                0.51713,                 1.4778,                 1.4677,                  1.989,               0.002179,               0.002179,               0.002179
                     81,                0.62478,                 0.4261,                 1.0482,                0.65333,                0.73861,                0.78688,                0.53696,                 1.3636,                 1.3486,                 1.8497,                0.00208,                0.00208,                0.00208
                     82,                0.61422,                0.42167,                 1.0452,                0.76072,                0.70564,                0.77137,                0.53337,                 1.3748,                 1.3696,                 1.8535,               0.001981,               0.001981,               0.001981
                     83,                0.61797,                0.42388,                 1.0327,                0.67258,                0.64601,                0.70906,                0.47932,                 1.4679,                 1.6416,                 1.9114,               0.001882,               0.001882,               0.001882
                     84,                0.62597,                0.43185,                 1.0407,                0.70809,                0.64066,                0.71787,                0.50334,                 1.3565,                 1.5897,                 1.8321,               0.001783,               0.001783,               0.001783
                     85,                0.61718,                0.42051,                   1.04,                 0.6529,                0.64775,                 0.7037,                0.46568,                 1.5028,                 1.5113,                 2.0182,               0.001684,               0.001684,               0.001684
                     86,                0.61266,                0.42344,                 1.0318,                 0.6658,                0.64592,                0.72422,                0.50283,                 1.3662,                 1.6586,                 1.8024,               0.001585,               0.001585,               0.001585
                     87,                0.60113,                0.40523,                 1.0313,                0.68845,                 0.6948,                 0.7679,                0.52732,                 1.3757,                 1.3645,                 1.8658,               0.001486,               0.001486,               0.001486
                     88,                 0.5961,                0.39221,                  1.015,                0.68545,                 0.6909,                0.75153,                0.51746,                 1.4481,                 1.5237,                 1.8732,               0.001387,               0.001387,               0.001387
                     89,                0.59491,                0.40367,                 1.0265,                0.70695,                0.66587,                0.75007,                0.52876,                 1.3874,                 1.5739,                 1.8333,               0.001288,               0.001288,               0.001288
                     90,                0.49258,                0.25077,                0.99141,                0.64416,                0.70755,                0.76646,                0.54766,                 1.2988,                 1.4641,                 1.7767,               0.001189,               0.001189,               0.001189
                     91,                0.48006,                0.23977,                 0.9823,                 0.6952,                0.67812,                0.77097,                0.55656,                 1.2986,                 1.5104,                 1.8056,                0.00109,                0.00109,                0.00109
                     92,                  0.479,                0.24115,                0.98708,                0.79969,                0.63788,                0.77765,                0.54411,                 1.3088,                 1.4641,                 1.8279,               0.000991,               0.000991,               0.000991
                     93,                0.46417,                0.23458,                0.97305,                0.75121,                0.63237,                0.76013,                0.54077,                 1.3399,                 1.5833,                 1.8648,               0.000892,               0.000892,               0.000892
                     94,                0.46016,                0.23126,                0.96588,                0.78178,                0.63196,                0.76109,                0.52187,                 1.3575,                 1.5174,                 1.8606,               0.000793,               0.000793,               0.000793
                     95,                0.45807,                0.22989,                 0.9638,                0.74816,                0.65893,                 0.7524,                0.52879,                 1.3074,                   1.56,                 1.7671,               0.000694,               0.000694,               0.000694
                     96,                0.44452,                0.22682,                0.95669,                0.75774,                 0.6567,                0.74919,                0.52077,                 1.3463,                 1.5855,                 1.8194,               0.000595,               0.000595,               0.000595
                     97,                0.45047,                0.22506,                0.95794,                0.77871,                0.65815,                0.74973,                0.52062,                 1.3564,                 1.5511,                 1.8621,               0.000496,               0.000496,               0.000496
                     98,                0.43919,                0.22075,                0.94873,                0.79217,                0.65514,                0.76828,                0.53805,                 1.3314,                  1.523,                 1.7968,               0.000397,               0.000397,               0.000397
                     99,                0.43284,                0.21951,                0.94589,                0.81495,                0.64215,                0.76883,                0.54509,                 1.3079,                 1.5509,                 1.7814,               0.000298,               0.000298,               0.000298

Model summary (fused): 168 layers, 11135646 parameters, 0 gradients, 28.5 GFLOPs
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|██████████| 6/6 [00:33<00:00,  5.50s/it]
                   all        169        169       0.83      0.651      0.789      0.556
                     A        169          4      0.815          1      0.995      0.588
                     B        169          5      0.852        0.8      0.938      0.688
                     C        169         16          1      0.994      0.995      0.723
                     D        169          4      0.567          1      0.912      0.681
                     E        169          9          1      0.677      0.995      0.755
                     F        169         12      0.975      0.917      0.935      0.639
                     G        169          3      0.865          1      0.995      0.754
                     H        169          5      0.836          1      0.995      0.684
                     I        169          8      0.325      0.625       0.64      0.521
                     J        169          2          1          0          0          0
                     K        169          4          1      0.297      0.995      0.461
                     L        169          3          1          0      0.641      0.513
                     M        169          7          1          0      0.597      0.444
                     N        169          9      0.855      0.556       0.69      0.519
                     O        169          9      0.674      0.556      0.809      0.528
                     P        169         11       0.58      0.455      0.425      0.217
                     Q        169          9      0.891      0.667      0.762      0.481
                     R        169          6          1      0.879      0.995      0.721
                     S        169          8          1      0.311      0.687      0.387
                     T        169          5      0.271        0.4      0.645      0.442
                     U        169          2      0.738          1      0.995      0.822
                     V        169          5      0.863          1      0.995      0.775
                     W        169          8      0.661          1      0.921      0.765
                     X        169         10      0.929        0.8      0.931      0.628
                     Y        169          4      0.887          1      0.995      0.699
                     Z        169          1          1          0     0.0332     0.0298
Speed: 0.6ms preprocess, 4.4ms inference, 0.0ms loss, 0.9ms postprocess per image
